100086;http://wescml.org/id/supply/electricity/esaa/nt-2001-02
100087;http://wescml.org/id/supply/electricity/esaa/aus-2001-02
100088;http://wescml.org/id/supply/electricity/esaa/nsw-act-2000-01
100089;http://wescml.org/id/supply/electricity/esaa/vic-2000-01
100090;http://wescml.org/id/supply/electricity/esaa/qld-2000-01
100091;http://wescml.org/id/supply/electricity/esaa/sa-2000-01
100092;http://wescml.org/id/supply/electricity/esaa/wa-2000-01
100093;http://wescml.org/id/supply/electricity/esaa/tas-2000-01
100094;http://wescml.org/id/supply/electricity/esaa/nt-2000-01
100095;http://wescml.org/id/supply/electricity/esaa/aus-2000-01
100096;http://wescml.org/id/supply/electricity/esaa/nsw-act-1999-00
100097;http://wescml.org/id/supply/electricity/esaa/vic-1999-00
100098;http://wescml.org/id/supply/electricity/esaa/qld-1999-00
100099;http://wescml.org/id/supply/electricity/esaa/sa-1999-00
100100;http://wescml.org/id/supply/electricity/esaa/wa-1999-00
100101;http://wescml.org/id/supply/electricity/esaa/tas-1999-00
100102;http://wescml.org/id/supply/electricity/esaa/nt-1999-00
100103;http://wescml.org/id/supply/electricity/esaa/aus-1999-00
100104;http://wescml.org/id/supply/electricity/esaa/nsw-act-1998-99
100105;http://wescml.org/id/supply/electricity/esaa/vic-1998-99
100106;http://wescml.org/id/supply/electricity/esaa/qld-1998-99
100107;http://wescml.org/id/supply/electricity/esaa/sa-1998-99
100108;http://wescml.org/id/supply/electricity/esaa/wa-1998-99
100109;http://wescml.org/id/supply/electricity/esaa/tas-1998-99
100110;http://wescml.org/id/supply/electricity/esaa/nt-1998-99
100111;http://wescml.org/id/supply/electricity/esaa/aus-1998-99
100112;http://wescml.org/id/supply/electricity/esaa/nsw-act-1997-98
100113;http://wescml.org/id/supply/electricity/esaa/vic-1997-98
100114;http://wescml.org/id/supply/electricity/esaa/qld-1997-98
100115;http://wescml.org/id/supply/electricity/esaa/sa-1997-98
100116;http://wescml.org/id/supply/electricity/esaa/wa-1997-98
100117;http://wescml.org/id/supply/electricity/esaa/tas-1997-98
100118;http://wescml.org/id/supply/electricity/esaa/nt-1997-98
100119;http://wescml.org/id/supply/electricity/esaa/aus-1997-98
100120;http://wescml.org/id/supply/electricity/esaa/nsw-act-1996-97
100121;http://wescml.org/id/supply/electricity/esaa/vic-1996-97
100122;http://wescml.org/id/supply/electricity/esaa/qld-1996-97
100123;http://wescml.org/id/supply/electricity/esaa/sa-1996-97
100124;http://wescml.org/id/supply/electricity/esaa/wa-1996-97
100125;http://wescml.org/id/supply/electricity/esaa/tas-1996-97
100126;http://wescml.org/id/supply/electricity/esaa/nt-1996-97
100127;http://wescml.org/id/supply/electricity/esaa/aus-1996-97
100128;http://wescml.org/id/supply/electricity/esaa/nsw-act-1995-96
100129;http://wescml.org/id/supply/electricity/esaa/vic-1995-96
100130;http://wescml.org/id/supply/electricity/esaa/qld-1995-96
100131;http://wescml.org/id/supply/electricity/esaa/sa-1995-96
100132;http://wescml.org/id/supply/electricity/esaa/wa-1995-96
100133;http://wescml.org/id/supply/electricity/esaa/tas-1995-96
100134;http://wescml.org/id/supply/electricity/esaa/nt-1995-96
100135;http://wescml.org/id/supply/electricity/esaa/aus-1995-96
